token,dep,head
.,punct,apply
The,det,State
State,nsubj,consider
shall,aux,consider
consider,ROOT,consider
compliance,dobj,consider
by,prep,compliance
a,det,"
"
"
",dep,by
contractor,pobj,by
or,cc,contractor
subcontractor,conj,contractor
with,prep,compliance
the,det,requirements
requirements,pobj,with
of,prep,requirements
any,det,law
"
",dep,law
federal,amod,law
law,pobj,of
concerning,acl,law
equal,amod,opportunity
employment,compound,opportunity
opportunity,pobj,concerning
"
",dep,law
which,nsubj,effectuates
effectuates,relcl,law
the,det,purpose
purpose,dobj,effectuates
of,prep,purpose
this,det,clause
clause,pobj,of
.,punct,consider
The,det,agency
"
",dep,agency
contracting,amod,agency
agency,nsubj,determine
shall,aux,determine
determine,ROOT,determine
whether,mark,duplicate
the,det,imposition
imposition,nsubj,duplicate
"
",dep,imposition
of,prep,imposition
the,det,requirements
requirements,pobj,of
of,prep,requirements
the,det,provisions
provisions,pobj,of
hereof,prep,imposition
duplicate,ccomp,determine
or,cc,duplicate
"
",dep,duplicate
conflict,conj,duplicate
with,prep,conflict
any,det,law
such,amod,law
federal,amod,law
law,pobj,with
and,cc,determine
if,mark,exists
such,amod,conflict
duplication,nmod,conflict
"
",dep,duplication
or,compound,conflict
conflict,nsubj,exists
exists,advcl,waive
",",punct,waive
the,det,agency
contracting,compound,agency
agency,nsubj,waive
shall,aux,waive
waive,conj,determine
the,det,applicability
"
",dep,applicability
applicability,dobj,waive
of,prep,applicability
Section,pobj,of
312,nummod,Section
to,prep,applicability
the,det,extent
extent,pobj,to
of,prep,extent
such,amod,"
"
"
",dep,of
duplication,pobj,of
or,cc,duplication
conflict,conj,duplication
.,punct,waive
Contractor,nsubj,comply
will,aux,comply
comply,ROOT,comply
with,prep,comply
all,det,rules
"
",dep,rules
duly,advmod,promulgated
promulgated,amod,rules
and,cc,promulgated
lawful,conj,promulgated
rules,pobj,with
and,cc,rules
regulations,conj,rules
of,prep,rules
the,det,Department
"
",dep,Department
Department,poss,Division
of,prep,Department
Economic,compound,Development
Development,pobj,of
’s,case,Department
Division,pobj,of
of,prep,Division
"
",dep,Minority
Minority,pobj,of
and,cc,Minority
Women,poss,Development
's,case,Women
Business,compound,Development
Development,conj,Minority
pertaining,acl,rules
"
",dep,hereto
hereto,dobj,pertaining
.,punct,comply
"

",dep,comply
13,dobj,comply
.,punct,13
CONFLICTING,compound,TERMS
TERMS,dobj,comply
.,punct,TERMS
In,ROOT,In
the,det,event
event,pobj,In
of,prep,event
a,det,conflict
conflict,pobj,of
"
",dep,conflict
between,prep,conflict
the,det,terms
terms,pobj,between
of,prep,terms
the,det,contract
contract,pobj,of
(,punct,terms
including,prep,terms
any,pobj,including
and,cc,any
all,det,attachments
"
",dep,attachments
attachments,conj,any
thereto,advmod,attachments
and,cc,attachments
amendments,conj,attachments
thereof,advmod,amendments
),punct,any
and,cc,any
the,det,terms
"
",dep,terms
terms,conj,any
of,prep,terms
this,det,A
Appendix,compound,A
A,pobj,of
",",punct,terms
the,det,terms
terms,nsubj,control
of,prep,terms
this,det,A
Appendix,compound,A
A,pobj,of
"
",dep,control
shall,aux,control
control,conj,terms
.,punct,In
"


",dep,14
#,punct,14
#,punct,#
Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_15,nmod,#
"
",dep,#
14,meta,LAW
.,punct,14
GOVERNING,compound,LAW
LAW,ROOT,LAW
.,punct,LAW
This,det,contract
contract,nsubjpass,governed
shall,aux,governed
be,auxpass,governed
governed,ROOT,governed
by,agent,governed
"
",dep,by
the,det,laws
laws,pobj,by
of,prep,laws
the,det,State
State,pobj,of
of,prep,State
New,compound,York
York,pobj,of
except,prep,governed
where,advmod,requires
the,det,clause
Federal,amod,clause
"
",dep,clause
supremacy,compound,clause
clause,nsubj,requires
requires,advcl,except
otherwise,advmod,requires
.,punct,governed
"

",dep,PAYMENT
15,meta,PAYMENT
.,punct,15
LATE,amod,PAYMENT
PAYMENT,ROOT,PAYMENT
.,punct,PAYMENT
Timeliness,nsubjpass,governed
of,prep,Timeliness
payment,pobj,of
and,cc,Timeliness
any,det,interest
"
",dep,interest
interest,conj,Timeliness
to,aux,paid
be,auxpass,paid
paid,relcl,interest
to,dative,paid
Contractor,pobj,to
for,prep,paid
late,amod,payment
payment,pobj,for
shall,aux,governed
be,auxpass,governed
"
",dep,governed
governed,ROOT,governed
by,agent,governed
Article,pobj,by
11,nummod,Article
-,punct,Article
A,nummod,Article
of,prep,Article
the,det,Law
State,compound,Law
Finance,compound,Law
Law,pobj,of
to,prep,governed
the,det,extent
"
",dep,extent
extent,pobj,to
required,acl,extent
by,agent,required
law,pobj,by
.,punct,governed
"

",dep,ARBITRATION
16,punct,"

"
.,punct,16
NO,det,ARBITRATION
ARBITRATION,ROOT,ARBITRATION
.,punct,ARBITRATION
Disputes,nsubjpass,submitted
involving,acl,Disputes
this,det,contract
contract,dobj,involving
",",punct,Disputes
"
",dep,Disputes
including,prep,Disputes
the,det,breach
breach,pobj,including
or,cc,breach
alleged,amod,breach
breach,conj,breach
thereof,advmod,breach
",",punct,Disputes
may,aux,submitted
not,neg,submitted
be,auxpass,submitted
"
",dep,submitted
submitted,ROOT,submitted
to,prep,submitted
binding,amod,arbitration
arbitration,pobj,to
(,punct,submitted
except,prep,submitted
where,advmod,authorized
statutorily,advmod,authorized
"
",dep,authorized
authorized,pcomp,except
),punct,submitted
",",punct,submitted
but,cc,submitted
must,aux,heard
",",punct,heard
instead,advmod,heard
",",punct,heard
be,auxpass,heard
heard,conj,submitted
in,prep,heard
a,det,court
court,pobj,in
of,prep,court
"
",dep,jurisdiction
competent,amod,jurisdiction
jurisdiction,pobj,of
of,prep,jurisdiction
the,det,State
State,pobj,of
of,prep,State
New,compound,York
York,pobj,of
.,punct,submitted
"

",dep,SERVICE
17,meta,SERVICE
.,punct,17
SERVICE,ROOT,SERVICE
OF,prep,SERVICE
PROCESS,pobj,OF
.,punct,SERVICE
In,prep,consents
addition,pobj,In
to,prep,addition
the,det,methods
methods,pobj,to
of,prep,methods
"
",dep,of
service,pobj,of
allowed,acl,methods
by,agent,allowed
the,det,Law
State,compound,Law
Civil,compound,Law
Practice,compound,Law
Law,pobj,by
&,cc,Law
Rules,conj,Law
"
",dep,Law
(,punct,In
"""",punct,In
CPLR,pobj,In
"""",punct,In
),punct,consents
",",punct,consents
Contractor,nsubj,consents
hereby,advmod,consents
consents,ROOT,consents
to,prep,consents
service,pobj,to
of,prep,service
process,pobj,of
"
",dep,consents
upon,prep,consents
it,pcomp,upon
by,prep,consents
registered,amod,mail
or,cc,registered
certified,conj,registered
mail,pobj,by
",",punct,by
return,compound,receipt
receipt,dep,by
"
",dep,receipt
requested,acl,receipt
.,punct,consents
Service,nsubj,be
hereunder,advmod,Service
shall,aux,be
be,ROOT,be
complete,acomp,be
upon,prep,be
"
",dep,upon
Contractor,poss,receipt
's,case,Contractor
actual,amod,receipt
receipt,pobj,upon
of,prep,receipt
process,pobj,of
or,cc,upon
upon,conj,upon
the,det,State
State,poss,"
"
's,case,State
"
",dep,receipt
receipt,pobj,upon
of,prep,receipt
the,det,return
return,pobj,of
thereof,advmod,return
by,prep,return
the,det,Service
United,compound,States
States,compound,Service
Postal,compound,Service
"
",dep,Service
Service,pobj,by
as,mark,refused
refused,advcl,return
or,cc,refused
undeliverable,conj,refused
.,punct,be
Contractor,nsubj,notify
must,aux,notify
"
",dep,notify
promptly,advmod,notify
notify,ROOT,notify
the,det,State
State,dobj,notify
",",punct,notify
in,prep,notify
writing,pobj,in
",",punct,notify
of,prep,notify
each,amod,"
"
and,cc,each
every,conj,each
"
",dep,of
change,pobj,"
"
of,prep,change
address,pobj,of
to,dep,made
which,pobj,to
service,nsubjpass,made
of,prep,service
process,pobj,of
can,aux,made
be,auxpass,made
made,relcl,change
.,punct,notify
"
",dep,be
Service,nsubj,be
by,prep,Service
the,det,State
State,pobj,by
to,prep,Service
the,det,address
last,amod,address
known,amod,address
address,pobj,to
shall,aux,be
be,ROOT,be
"
",dep,be
sufficient,acomp,be
.,punct,be
Contractor,nsubj,have
will,aux,have
have,ROOT,have
thirty,nummod,days
(,punct,days
30,nummod,days
),punct,days
calendar,compound,days
days,dobj,have
"
",dep,have
after,mark,is
service,nsubj,is
hereunder,advmod,service
is,advcl,have
complete,acomp,is
in,prep,respond
which,pobj,in
to,aux,respond
respond,relcl,service
.,punct,have
"

",dep,PROHIBITION
18,meta,PROHIBITION
.,punct,18
PROHIBITION,ROOT,PROHIBITION
ON,prep,PROHIBITION
PURCHASE,pobj,ON
OF,prep,PURCHASE
TROPICAL,amod,HARDWOODS
"
",dep,HARDWOODS
HARDWOODS,pobj,OF
.,punct,PROHIBITION
The,det,Contractor
Contractor,nsubj,certifies
certifies,ROOT,certifies
and,cc,certifies
warrants,conj,certifies
that,mark,be
"
",dep,be
all,det,products
wood,compound,products
products,nsubj,be
to,aux,used
be,auxpass,used
used,relcl,products
under,prep,used
this,det,award
contract,compound,award
award,pobj,under
"
",dep,be
will,aux,be
be,ccomp,warrants
in,prep,be
accordance,pobj,in
with,prep,accordance
",",punct,in
but,cc,in
not,neg,limited
limited,conj,in
to,prep,limited
",",punct,limited
the,det,specifications
"
",dep,specifications
specifications,conj,limited
and,cc,specifications
provisions,conj,specifications
of,prep,specifications
Section,pobj,of
165,nummod,Section
of,prep,Section
the,det,Law
State,compound,Law
"
",dep,Law
Finance,compound,Law
Law,pobj,of
",",punct,Law
(,punct,Law
Use,appos,Law
of,prep,Use
Tropical,compound,Hardwoods
Hardwoods,pobj,of
),punct,Law
which,nsubj,prohibits
prohibits,relcl,Section
"
",dep,prohibits
purchase,dobj,prohibits
and,cc,purchase
use,conj,purchase
of,prep,purchase
tropical,amod,hardwoods
hardwoods,pobj,of
",",punct,prohibits
unless,mark,"
"
specifically,advmod,"
"
"
",dep,prohibits
exempted,xcomp,prohibits
",",punct,exempted
by,agent,exempted
the,det,State
State,pobj,by
or,cc,State
any,det,agency
governmental,amod,agency
agency,conj,State
or,cc,agency
"
",dep,subdivision
political,amod,subdivision
subdivision,conj,agency
or,cc,subdivision
public,amod,benefit
benefit,compound,corporation
corporation,conj,subdivision
.,punct,certifies
"
",dep,be
Qualification,nsubj,be
for,prep,Qualification
an,det,exemption
exemption,pobj,for
under,prep,exemption
this,det,law
law,pobj,under
will,aux,be
be,ROOT,be
the,det,responsibility
"
",dep,responsibility
responsibility,attr,be
of,prep,responsibility
the,det,contractor
contractor,pobj,of
to,aux,establish
establish,acl,responsibility
to,aux,meet
meet,xcomp,establish
with,prep,meet
"
",dep,with
the,det,approval
approval,pobj,with
of,prep,approval
the,det,State
State,pobj,of
.,punct,be
"

",dep,"

"
In,prep,indicate
addition,pobj,In
",",punct,indicate
when,advmod,is
any,det,portion
portion,nsubj,is
of,prep,portion
this,det,contract
contract,pobj,of
involving,acl,portion
the,det,use
"
",dep,use
use,dobj,involving
of,prep,use
woods,pobj,of
",",punct,use
whether,mark,supply
supply,appos,use
or,cc,supply
installation,conj,supply
",",punct,use
is,advcl,"
"
to,aux,"
"
be,auxpass,"
"
"
",dep,is
performed,xcomp,is
by,agent,performed
any,det,subcontractor
subcontractor,pobj,by
",",punct,"
"
the,det,Contractor
prime,amod,Contractor
Contractor,nsubj,"
"
will,aux,"
"
"
",dep,indicate
indicate,ROOT,indicate
and,cc,indicate
certify,conj,indicate
in,prep,certify
the,det,proposal
submitted,amod,proposal
bid,compound,proposal
proposal,pobj,in
that,mark,informed
the,det,informed
"
",dep,informed
subcontractor,nsubjpass,informed
has,aux,informed
been,auxpass,informed
informed,ccomp,certify
and,cc,informed
is,conj,informed
in,prep,is
compliance,pobj,in
"
",dep,compliance
with,prep,compliance
specifications,pobj,with
and,cc,specifications
provisions,conj,specifications
regarding,prep,specifications
use,pobj,regarding
of,prep,use
tropical,amod,hardwoods
"
",dep,hardwoods
hardwoods,pobj,of
as,mark,detailed
detailed,advcl,use
in,prep,detailed
§,nmod,Law
165,nummod,§
State,compound,Law
Finance,compound,Law
Law,pobj,in
.,punct,indicate
Any,det,use
"
",dep,use
such,amod,use
use,nsubj,meet
must,aux,meet
meet,ccomp,considered
with,prep,meet
the,det,approval
approval,pobj,with
of,prep,approval
the,det,State
State,pobj,of
;,punct,considered
"
",dep,considered
otherwise,advmod,considered
",",punct,considered
the,det,bid
bid,nsubjpass,considered
may,aux,considered
not,neg,considered
be,auxpass,considered
considered,ROOT,considered
responsive,oprd,considered
.,punct,considered
"
",dep,be
Under,prep,be
bidder,compound,certifications
certifications,pobj,Under
",",punct,be
proof,nsubj,be
of,prep,proof
qualification,pobj,of
for,prep,qualification
"
",dep,for
exemption,pobj,for
will,aux,be
be,ROOT,be
the,det,responsibility
responsibility,attr,be
of,prep,responsibility
the,det,Contractor
Contractor,pobj,of
to,aux,meet
"
",dep,meet
meet,xcomp,be
with,prep,meet
the,det,approval
approval,pobj,with
of,prep,approval
the,det,State
State,pobj,of
.,punct,be
"

",dep,Appendix
CUNY,compound,Appendix
ICA,compound,NYS
-,punct,NYS
NYS,compound,Appendix
Appendix,ROOT,Appendix
-,punct,Appendix
October,npadvmod,Appendix
2019,nummod,October
10,nummod,October
"

",dep,Appendix
19,appos,Appendix
.,punct,Appendix
MACBRIDE,compound,PRINCIPLES
FAIR,compound,PRINCIPLES
EMPLOYMENT,compound,PRINCIPLES
PRINCIPLES,ROOT,PRINCIPLES
.,punct,PRINCIPLES
In,prep,"
"
"
",dep,In
accordance,pobj,In
with,prep,accordance
the,det,Principles
MacBride,compound,Principles
Fair,compound,Principles
Employment,compound,Principles
Principles,pobj,with
"
",dep,Principles
(,punct,Principles
Chapter,appos,Principles
807,nummod,Chapter
of,prep,Chapter
the,det,Laws
Laws,pobj,of
of,prep,Laws
1992,pobj,of
),punct,Principles
",",punct,"
"
the,det,Contractor
Contractor,nsubj,"
"
hereby,advmod,"
"
"
",dep,stipulates
stipulates,ROOT,stipulates
that,mark,has
the,det,Contractor
Contractor,nsubj,has
either,preconj,has
(,punct,a
a,meta,has
),punct,a
has,ccomp,stipulates
no,det,"
"
business,compound,"
"
"
",dep,has
operations,dobj,has
in,prep,operations
Northern,compound,Ireland
Ireland,pobj,in
",",punct,has
or,cc,has
(,punct,b
b,meta,take
),punct,b
shall,aux,take
take,conj,has
lawful,amod,steps
"
",dep,steps
steps,dobj,take
in,prep,take
good,amod,faith
faith,pobj,in
to,aux,conduct
conduct,advcl,take
any,det,operations
business,compound,operations
operations,dobj,conduct
in,prep,conduct
"
",dep,in
Northern,compound,Ireland
Ireland,pobj,in
in,prep,conduct
accordance,pobj,in
with,prep,accordance
the,det,Principles
MacBride,compound,Principles
Fair,nmod,Principles
"
",dep,Principles
Employment,compound,Principles
Principles,pobj,with
(,punct,Principles
as,mark,described
described,advcl,Principles
in,prep,described
Section,pobj,in
165,nummod,Section
of,prep,Section
the,det,Law
"
",dep,Law
New,compound,York
York,compound,State
State,compound,Law
Finance,compound,Law
Law,pobj,of
),punct,take
",",punct,take
and,cc,take
_,nsubj,permit
shall,aux,permit
permit,conj,take
"
",dep,permit
independent,amod,monitoring
monitoring,dobj,permit
of,prep,monitoring
compliance,pobj,of
with,prep,compliance
such,amod,"
"
"
",dep,principles
principles,pobj,with
.,punct,stipulates
"

",dep,ACT
20,meta,ACT
.,meta,ACT
OMNIBUS,compound,ACT
PROCUREMENT,compound,ACT
ACT,ROOT,ACT
OF,prep,ACT
1992,pobj,OF
.,ROOT,.
It,nsubj,is
is,ROOT,is
the,det,policy
"
",dep,policy
policy,attr,is
of,prep,policy
New,compound,York
York,compound,State
State,pobj,of
to,aux,maximize
maximize,xcomp,is
opportunities,dobj,maximize
for,prep,opportunities
the,det,"
"
"
",dep,for
participation,pobj,for
of,prep,participation
New,compound,York
York,compound,State
State,compound,enterprises
business,compound,enterprises
enterprises,pobj,of
",",punct,enterprises
"
",dep,enterprises
including,prep,enterprises
minority-,pobj,including
and,cc,minority-
women,conj,minority-
-,punct,women
owned,amod,business
business,compound,"
"
"
",dep,including
enterprises,pobj,including
as,prep,including
bidders,pobj,as
",",punct,bidders
subcontractors,conj,bidders
and,cc,subcontractors
suppliers,conj,subcontractors
on,prep,bidders
its,poss,contracts
"
",dep,contracts
procurement,compound,contracts
contracts,pobj,on
.,punct,is
"

",dep,is
Information,nsubj,is
on,prep,Information
the,det,availability
availability,pobj,on
of,prep,availability
New,compound,York
York,compound,State
State,compound,subcontractors
"
",dep,subcontractors
subcontractors,pobj,of
and,cc,subcontractors
suppliers,conj,subcontractors
is,ROOT,is
available,acomp,is
from,prep,available
:,punct,from
"

",dep,Department
NYS,compound,Department
Department,pobj,from
of,prep,Department
Economic,compound,Development
Development,pobj,of
"
",dep,Department
Division,appos,Department
for,prep,Division
Small,compound,Business
Business,pobj,for
"

",dep,Department
Albany,appos,Department
",",punct,Albany
New,compound,York
York,npadvmod,Albany
12245,nummod,Department
"

",dep,is
Telephone,dep,is
:,punct,Telephone
518,appos,Telephone
-,appos,Telephone
292,npadvmod,Telephone
-,punct,Telephone
5100,appos,Telephone
"

",dep,is
Fax,dep,is
:,punct,Fax
518,appos,Fax
-,punct,Fax
292,npadvmod,Fax
-,nummod,5884
5884,appos,Fax
"

",dep,is
email,dep,is
:,punct,email
opa@esd.ny.gov,appos,email
"

",dep,is
A,det,directory
directory,nsubj,is
of,prep,directory
certified,amod,owned
minority-,npadvmod,owned
and,cc,minority-
women,conj,minority-
-,punct,owned
owned,amod,enterprises
"
",dep,enterprises
business,compound,enterprises
enterprises,pobj,of
is,ROOT,is
available,acomp,is
from,prep,available
:,punct,from
"

",dep,Department
NYS,compound,Department
Department,pobj,from
of,prep,Department
Economic,compound,Development
Development,pobj,of
"

",dep,is
Division,dobj,is
of,prep,Division
Minority,nmod,Business
and,cc,Minority
Women,conj,Minority
's,case,Women
Business,pobj,of
"
",dep,is
Development,npadvmod,is
"

",dep,is
633,nummod,Avenue
Third,compound,Avenue
Avenue,npadvmod,is
"

",dep,is
New,compound,York
York,npadvmod,is
",",punct,York
NY,appos,York
10017,nummod,NY
"

",dep,is
212,nummod,803
-,nummod,803
803,npadvmod,is
-,nummod,2414
2414,dobj,is
"

",dep,is
email,dep,is
:,punct,email
mwbecertification@esd.ny.gov,appos,email
"
",dep,is
https://ny.newnycontracts.com/FrontEnd/VendorSear,npadvmod,is
"
",dep,is
chPublic.asp,npadvmod,is
"

",dep,is
The,det,Act
Omnibus,compound,Procurement
Procurement,compound,Act
Act,nsubj,requires
of,prep,Act
1992,pobj,of
(,punct,Act
Chapter,appos,Act
844,nummod,Chapter
of,prep,Chapter
the,det,Laws
"
",dep,Laws
Laws,pobj,of
of,prep,Laws
1992,pobj,of
",",punct,Act
codified,acl,Act
in,prep,codified
State,compound,Law
Finance,compound,Law
Law,pobj,in
§,nmod,Law
139,nummod,§
-,punct,§
i,appos,§
and,cc,Law
"
",dep,Law
Public,compound,Authorities
Authorities,compound,Law
Law,conj,Law
§,appos,Law
2879(3)(n)-(p,nummod,§
),punct,Law
),punct,Act
requires,ROOT,requires
that,mark,certify
by,prep,certify
"
",dep,by
signing,pcomp,by
this,det,proposal
bid,compound,proposal
proposal,dobj,signing
or,cc,proposal
contract,conj,proposal
",",punct,proposal
as,mark,applicable
applicable,advcl,proposal
",",punct,certify
"
",dep,Contractors
Contractors,nsubj,certify
certify,ccomp,requires
that,mark,made
whenever,advmod,is
the,det,amount
total,amod,amount
bid,compound,amount
amount,nsubj,is
is,advcl,made
"
",dep,is
greater,acomp,is
than,prep,greater
$,quantmod,million
1,compound,million
million,pobj,than
:,punct,is
"

",dep,is
(,punct,a
a,meta,made
),punct,a
The,det,Contractor
Contractor,nsubj,made
has,aux,made
made,ccomp,certify
reasonable,amod,efforts
efforts,dobj,made
to,aux,encourage
"
",dep,encourage
encourage,acl,efforts
the,det,participation
participation,dobj,encourage
of,prep,participation
New,compound,York
York,compound,State
State,compound,Enterprises
Business,compound,Enterprises
"
",dep,Enterprises
Enterprises,pobj,of
as,prep,participation
suppliers,pobj,as
and,cc,suppliers
subcontractors,conj,suppliers
",",punct,participation
including,prep,participation
"
",dep,minority
certified,amod,minority
minority,pobj,including
;,punct,minority
and,cc,minority
women,npadvmod,owned
-,punct,owned
owned,amod,enterprises
_,punct,enterprises
business,compound,enterprises
"
",dep,enterprises
enterprises,conj,minority
",",punct,including
on,prep,encourage
this,det,project
project,pobj,on
",",punct,made
and,cc,made
has,aux,retained
retained,conj,made
the,dobj,retained
"


",dep,Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_16
#,punct,Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_16
#,punct,#
Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_16,dobj,retained
"
",dep,documentation
documentation,dobj,retained
of,prep,documentation
these,det,efforts
efforts,pobj,of
to,aux,provided
be,auxpass,provided
provided,relcl,documentation
upon,prep,provided
"
",dep,upon
request,pobj,upon
to,prep,provided
the,det,State
State,pobj,to
;,punct,made
"

",dep,complied
(,punct,b
b,meta,complied
),punct,b
The,det,Contractor
Contractor,nsubj,complied
has,aux,complied
complied,conj,made
with,prep,complied
the,det,Act
Federal,compound,Act
Equal,compound,"
"
"
",dep,Opportunity
Opportunity,compound,Act
Act,pobj,with
of,prep,Act
1972,pobj,of
(,punct,Act
P.L.,appos,Act
92,nummod,P.L.
-,punct,P.L.
261,nummod,P.L.
),punct,P.L.
",",punct,Act
as,mark,amended
amended,advcl,Act
;,punct,complied
"

",dep,made
(,punct,c
c,meta,agrees
),punct,c
The,det,Contractor
Contractor,nsubj,agrees
agrees,conj,made
to,aux,make
make,xcomp,agrees
reasonable,amod,efforts
efforts,dobj,make
to,aux,provide
"
",dep,provide
provide,acl,efforts
notification,dobj,provide
to,prep,notification
New,compound,York
York,compound,State
State,compound,residents
residents,pobj,to
of,prep,notification
"
",dep,opportunities
employment,compound,opportunities
opportunities,pobj,of
on,prep,opportunities
this,det,project
project,pobj,on
through,prep,provide
listing,pcomp,through
"
",dep,listing
any,amod,positions
such,amod,positions
positions,dobj,listing
with,prep,listing
the,det,Division
Job,compound,Service
Service,compound,Division
Division,pobj,with
of,prep,Division
the,det,Department
New,compound,Department
"
",dep,Department
York,compound,State
State,compound,Department
Department,pobj,of
of,prep,Department
Labor,pobj,of
",",punct,listing
or,cc,listing
providing,conj,listing
such,amod,"
"
"
",dep,providing
notification,dobj,providing
in,prep,providing
such,amod,manner
manner,pobj,in
as,mark,is
is,advcl,manner
consistent,acomp,is
with,prep,consistent
existing,amod,contracts
"
",dep,contracts
collective,amod,contracts
bargaining,compound,contracts
contracts,pobj,with
or,cc,contracts
agreements,conj,contracts
.,punct,requires
The,det,Contractor
"
",dep,Contractor
Contractor,nsubj,agrees
agrees,ROOT,agrees
to,aux,document
document,xcomp,agrees
these,det,efforts
efforts,dobj,document
and,cc,document
to,aux,provide
provide,conj,document
"
",dep,documentation
said,amod,documentation
documentation,dobj,provide
to,prep,provide
the,det,State
State,pobj,to
upon,prep,provide
request,pobj,upon
;,punct,agrees
and,cc,agrees
"

",dep,agrees
(,punct,d
d,meta,acknowledges
),punct,d
The,det,Contractor
Contractor,nsubj,acknowledges
acknowledges,conj,agrees
notice,dobj,acknowledges
that,mark,seek
the,det,State
State,nsubj,seek
may,aux,seek
"
",dep,seek
seek,acl,notice
to,aux,obtain
obtain,xcomp,seek
offset,compound,credits
credits,dobj,obtain
from,prep,obtain
foreign,amod,countries
countries,pobj,from
as,prep,obtain
a,det,result
"
",dep,result
result,pobj,as
of,prep,result
this,det,contract
contract,pobj,of
and,cc,acknowledges
agrees,conj,acknowledges
to,aux,cooperate
cooperate,xcomp,agrees
with,prep,cooperate
the,det,State
"
",dep,State
State,pobj,with
in,prep,cooperate
these,det,efforts
efforts,pobj,in
.,punct,acknowledges
"

",dep,PROVISIONS
21,meta,PROVISIONS
.,punct,21
RECIPROCITY,nmod,PROVISIONS
AND,cc,RECIPROCITY
SANCTIONS,conj,RECIPROCITY
PROVISIONS,ROOT,PROVISIONS
.,punct,PROVISIONS
"
",dep,notified
Bidders,nsubjpass,notified
are,auxpass,notified
hereby,advmod,notified
notified,ROOT,notified
that,mark,located
if,mark,located
their,poss,place
principal,amod,place
place,nsubjpass,located
of,prep,place
"
",dep,of
business,pobj,of
is,auxpass,located
located,ccomp,notified
in,prep,located
a,det,country
country,pobj,in
",",punct,country
nation,conj,country
",",punct,nation
province,conj,nation
",",punct,province
state,conj,province
or,cc,state
"
",dep,subdivision
political,amod,subdivision
subdivision,conj,state
that,nsubj,penalizes
penalizes,relcl,country
New,compound,York
York,compound,State
State,compound,vendors
"
",dep,vendors
vendors,dobj,penalizes
",",punct,located
and,cc,located
if,mark,produced
the,det,goods
goods,nsubjpass,produced
or,cc,goods
services,conj,goods
they,nsubj,offer
offer,relcl,goods
will,aux,produced
be,auxpass,produced
"
",dep,produced
substantially,advmod,produced
produced,advcl,require
or,cc,produced
performed,conj,produced
outside,prep,performed
New,compound,York
York,nmod,State
"
",dep,York
State,pobj,outside
",",punct,require
the,det,Act
Omnibus,compound,Act
Procurement,compound,Act
Act,nmod,amendments
1994,nummod,Act
and,cc,Act
2000,nummod,Act
"
",dep,amendments
amendments,prep,","
(,punct,amendments
Chapter,appos,amendments
684,nummod,Chapter
and,cc,Chapter
Chapter,conj,Chapter
383,nummod,Chapter
",",punct,Chapter
respectively,advmod,Chapter
",",punct,Chapter
"
",dep,amendments
codified,acl,amendments
in,prep,codified
State,compound,Law
Finance,compound,Law
Law,compound,§
§,pobj,in
165(6,nummod,§
),punct,§
and,cc,§
Public,compound,Law
"
",dep,Law
Authorities,compound,Law
Law,compound,§
§,conj,§
2879(5,nummod,§
),punct,§
),punct,amendments
),punct,amendments
require,conj,located
that,mark,denied
they,nsubjpass,denied
be,auxpass,denied
denied,ccomp,require
"
",dep,denied
contracts,dobj,"
"
which,dobj,obtain
they,nsubj,obtain
would,aux,obtain
otherwise,advmod,obtain
obtain,relcl,contracts
.,punct,notified
NOTE,ROOT,NOTE
:,punct,NOTE
As,prep,includes
of,prep,As
"
",dep,of
October,pobj,of
2019,nummod,October
",",punct,includes
the,det,list
list,nsubj,includes
of,prep,list
discriminatory,amod,jurisdictions
jurisdictions,pobj,of
"
",dep,jurisdictions
subject,amod,jurisdictions
to,prep,subject
this,det,provision
provision,pobj,to
includes,ROOT,includes
the,det,states
states,dobj,includes
of,prep,states
South,compound,Carolina
"
",dep,Carolina
Carolina,pobj,of
",",punct,Carolina
Alaska,conj,Carolina
",",punct,Alaska
West,compound,Virginia
Virginia,conj,Alaska
",",punct,Virginia
Wyoming,conj,Virginia
",",punct,Wyoming
Louisiana,conj,Wyoming
and,cc,Louisiana
"
",dep,Hawaii
Hawaii,conj,Louisiana
.,punct,includes
"

",dep,"

"
22,meta,COMPLIANCE
.,punct,22
COMPLIANCE,ROOT,COMPLIANCE
WITH,prep,COMPLIANCE
BREACH,nmod,NOTIFICATION
NOTIFICATION,pobj,WITH
AND,cc,NOTIFICATION
"
",dep,SECURITY
DATA,compound,SECURITY
SECURITY,compound,LAWS
LAWS,conj,NOTIFICATION
.,punct,COMPLIANCE
Contractor,nsubj,comply
shall,aux,comply
comply,csubj,comply
with,prep,comply
the,det,provisions
"
",dep,provisions
provisions,pobj,with
of,prep,provisions
the,det,Act
New,compound,York
York,compound,State
State,nmod,Act
Information,nmod,Security
Security,nmod,Breach
"
",dep,Security
Breach,nmod,Act
and,cc,Breach
Notification,conj,Breach
Act,pobj,of
(,punct,Act
General,amod,Law
Business,compound,Law
Law,appos,Act
§,appos,Law
"
",dep,§
899,nummod,§
-,punct,§
aa,nummod,§
and,cc,§
